Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457169,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_a_B2,SAMEA4034920,Hordeum vulgare,"Roots from the seedlings (10 cm shoot stage)\, replicate A\, batch 2",PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457170,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_b_B2,SAMEA4034921,Hordeum vulgare,"Roots from the seedlings (10 cm shoot stage)\, replicate B\, batch 2",PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457171,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_c_B2,SAMEA4034922,Hordeum vulgare,"Roots from the seedlings (10 cm shoot stage)\, replicate C\, batch 2",PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457172,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_1_B2,SAMEA4034923,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 1\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457173,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_2_B2,SAMEA4034924,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 2\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457174,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_4_B2,SAMEA4034925,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 4\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457175,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_a_B2,SAMEA4034926,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate A\, batch 2",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457176,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_b_B2,SAMEA4034927,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate B\, batch 2",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457177,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_c_B2,SAMEA4034928,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate C\, batch 2",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457178,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_f_B2,SAMEA4034929,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate F\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457179,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_g_B2,SAMEA4034930,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate G\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457180,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_h_B2,SAMEA4034931,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate H\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457181,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_a_B2,SAMEA4034932,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457182,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_b_B2,SAMEA4034933,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457183,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_c_B2,SAMEA4034934,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457184,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_a_B2,SAMEA4034935,Hordeum vulgare,"Young developing inflorescences (5mm)\, replicate A\, batch 2",PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate A\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457185,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_b_B2,SAMEA4034936,Hordeum vulgare,"Young developing inflorescences (5mm)\, replicate B\, batch 2",PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate B\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457186,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_c_B2,SAMEA4034937,Hordeum vulgare,"Young developing inflorescences (5mm)\, replicate c\, batch 2",PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate c\, batch 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457187,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,extraNOD_b_B2,SAMEA4034938,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457188,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR5_2_B1,SAMEA4034939,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (5 DPA)",PO:0001002,fruit development stage,,,,"replicate 2\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457189,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR5_3_B1,SAMEA4034940,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (5 DPA)",PO:0001002,fruit development stage,,,,"replicate 3\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457190,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR5_4_B1,SAMEA4034941,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (5 DPA)",PO:0001002,fruit development stage,,,,"replicate 4\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457191,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EMB_a_B1,SAMEA4034942,Hordeum vulgare,embryo,PO:0009009,plant embryo  ,,4-day embryos dissected from germinating grains,PO:0007020,plant embryo stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457192,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EMB_b_B1,SAMEA4034943,Hordeum vulgare,embryo,PO:0009009,plant embryo  ,,4-day embryos dissected from germinating grains,PO:0007020,plant embryo stage,,,,"replicate B\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457193,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EMB_c_B1,SAMEA4034944,Hordeum vulgare,embryo,PO:0009009,plant embryo  ,,4-day embryos dissected from germinating grains,PO:0007020,plant embryo stage,,,,"replicate C\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457194,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_a_B1,SAMEA4034945,Hordeum vulgare,Roots from the seedlings (10 cm shoot stage,PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457195,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_b_B1,SAMEA4034946,Hordeum vulgare,Roots from the seedlings (10 cm shoot stage,PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,"replicate B\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457196,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO_c_B1,SAMEA4034947,Hordeum vulgare,Roots from the seedlings (10 cm shoot stage,PO:0009005,root,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,"replicate C\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457197,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_1_B1,SAMEA4034948,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 1\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457198,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_2_B1,SAMEA4034949,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 2\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457199,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,CAR15_4_B1,SAMEA4034950,Hordeum vulgare,grain,PO:0009010,seed,,"Developing grain\, bracts removed (15 DPA)",PO:0001002,fruit development stage,,,,"replicate 4\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457200,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_a_B1,SAMEA4034951,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate A\, batch 1",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457201,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_b_B1,SAMEA4034952,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate B\, batch 1",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457202,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEA_c_B1,SAMEA4034953,Hordeum vulgare,"Shoots from the seedlings (10 cm shoot stage)\, replicate C\, batch 1",PO:0025029,shoot axis,,seedling shoot 10 cm stage,PO:0007131,seedling development stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457203,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_f_B1,SAMEA4034954,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate F\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457204,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_g_B1,SAMEA4034955,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate G\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457205,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF2_h_B1,SAMEA4034956,Hordeum vulgare,inflorescences,PO:0009049,inflorescence,,Developing inflorescences (1-1.5 cm),PO:0001083,Inflorescence development stage,,,,"replicate H\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457206,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_a_B1,SAMEA4034957,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457207,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_b_B1,SAMEA4034958,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457208,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,NOD_c_B1,SAMEA4034959,Hordeum vulgare,tillers,PO:0005001,basal axillary shoot system ,,"Developing tillers at six leaf stage\, 3rd internode\",PO:0007118,main shoot and axillary shoots visible at six nodes stage,,,,"replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457209,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_a_B1,SAMEA4034960,Hordeum vulgare,Young developing inflorescences (5mm),PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate A\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457210,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_b_B1,SAMEA4034961,Hordeum vulgare,"Young developing inflorescences (5mm)\, replicate B\, batch 1",PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate B\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457211,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,INF1_c_B1,SAMEA4034962,Hordeum vulgare,"Young developing inflorescences (5mm)\, replicate c\, batch 1",PO:0009049,inflorescence,,,PO:0001083,Inflorescence development stage,,,," replicate c\, batch 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457212,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_1_B1,SAMEA4034963,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457213,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_2_B1,SAMEA4034964,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457214,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_3_B1,SAMEA4034965,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457215,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEM_1_B1,SAMEA4034966,Hordeum vulgare,Lemma,PO:0009037,lemma,,,PO:0025337,life of whole plant stage,,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457216,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEM_2_B1,SAMEA4034967,Hordeum vulgare,Lemma,PO:0009037,lemma,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457217,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEM_3_B1,SAMEA4034968,Hordeum vulgare,Lemma,PO:0009037,lemma,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457218,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LOD_1_B1,SAMEA4034969,Hordeum vulgare,Lodicule,PO:0009036,lodicule,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457219,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LOD_2_B1,SAMEA4034970,Hordeum vulgare,Lodicule,PO:0009036,lodicule,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457220,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LOD_3_B1,SAMEA4034971,Hordeum vulgare,Lodicule,PO:0009036,lodicule,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457221,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,PAL_1_B1,SAMEA4034972,Hordeum vulgare,Palea,PO:0009038,palea,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457222,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,PAL_2_B1,SAMEA4034973,Hordeum vulgare,Palea,PO:0009038,palea,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457223,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,PAL_3_B1,SAMEA4034974,Hordeum vulgare,Palea,PO:0009038,palea,6 weeks,,PO:0025337,life of whole plant stage,,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457224,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EPI_1_B1,SAMEA4034975,Hordeum vulgare,epidermis,PO:0005679,epidermis,4 weeks,,PO:0007089,stem elongation stage,,,,"replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457225,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EPI_2_B1,SAMEA4034976,Hordeum vulgare,epidermis,PO:0005679,epidermis,4 weeks,,PO:0007089,stem elongation stage,,,,"replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457226,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,EPI_3_B1,SAMEA4034977,Hordeum vulgare,epidermis,PO:0005679,epidermis,4 weeks,,PO:0007089,stem elongation stage,,,,"replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457227,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,RAC_1_B1,SAMEA4034978,Hordeum vulgare,Rachis,PO:0020055,leaf rachis ,5 weeks,,PO:0025337,life of whole plant stage,,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457228,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,RAC_2_B1,SAMEA4034979,Hordeum vulgare,Rachis,PO:0020055,leaf rachis ,5 weeks,,PO:0025337,life of whole plant stage,,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457229,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,RAC_3_B1,SAMEA4034980,Hordeum vulgare,Rachis,PO:0020055,leaf rachis ,5 weeks,,PO:0025337,life of whole plant stage,,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457230,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO2_1_B1,SAMEA4034981,Hordeum vulgare,root,PO:0009005,root,4 weeks,Root (4 weeks ),PO:0007089,stem elongation stage,,,,"replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457231,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO2_2_B1,SAMEA4034982,Hordeum vulgare,root,PO:0009005,root,4 weeks,Root (4 weeks ),PO:0007089,stem elongation stage,,,,"replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457232,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ROO2_3_B1,SAMEA4034983,Hordeum vulgare,root,PO:0009005,root,4 weeks,Root (4 weeks ),PO:0007089,stem elongation stage,,,,"replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457233,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,SEN_1_B1,SAMEA4034984,Hordeum vulgare,Senescing leaf ,PO:0025034,leaf,2months,Senescing leaf ,PO:0001054,leaf senescence stage,,,," replicate1\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457234,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,SEN_2_B1,SAMEA4034985,Hordeum vulgare,Senescing leaf ,PO:0025034,leaf,2months,Senescing leaf ,PO:0001054,leaf senescence stage,,,," replicate2\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457235,RNA-Seq,299,PAIRED,PRJEB14349,Illumina HiSeq 2000,,SAMEA4034986,Hordeum vulgare,Senescing leaf ,PO:0025034,leaf,2months,Senescing leaf ,PO:0001054,leaf senescence stage,,,," replicate3\, batch1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457236,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_1_B2,SAMEA4034987,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate1\, batch2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457237,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_2_B2,SAMEA4034988,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate2\, batch2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457238,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,ETI_3_B2,SAMEA4034989,Hordeum vulgare,seedling,PO:0000003,whole plant  ,,Etiolated (10 day old seedling),PO:0007131,seedling development stage,Etiolated,,," replicate3\, batch2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457239,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEM_1_B2,SAMEA4034990,Hordeum vulgare,Lemma,PO:0009037,lemma,6 weeks,,PO:0025337,life of whole plant stage,,,,"replicate1\, batch2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1457240,RNA-Seq,202,PAIRED,PRJEB14349,Illumina HiSeq 2000,LEM_2_B2,SAMEA4034991,Hordeum vulgare,Lemma,PO:0009037,lemma,6 weeks,,PO:0025337,life of whole plant stage,,,,"replicate2\, batch2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
